10.134,109
10.154,131
10.174,163
10.194,193
10.214,203
10.234,203
10.254,181
10.274,159
10.294,141
10.314,123
10.334,109
10.355,95
10.375,85
10.395,79
10.415,75
10.435,73
10.455,71
10.475,70
10.495,69
10.515,68
10.535,68
10.555,68
10.575,68
10.595,69
10.615,70
10.635,70
10.656,71
10.676,79
10.696,91
10.716,107
10.736,135
10.756,161
10.776,169
10.796,169
10.816,157
10.836,143
10.856,129
10.876,115
10.896,101
10.916,91
10.936,83
10.957,77
10.977,73
10.997,71
11.017,70
11.037,69
11.057,68
11.077,68
11.097,68
11.117,68
11.137,69
11.157,70
11.177,71
11.197,73
11.217,77
11.237,85
11.258,97
11.278,117
11.298,139
11.318,161
11.338,161
11.358,155
11.378,143
11.398,129
11.418,119
11.438,107
11.458,97
11.478,89
11.498,83
11.518,79
11.538,77
11.559,75
11.579,74
11.599,74
11.619,71
11.639,74
11.659,74
11.679,74
11.699,74
11.719,74
11.739,75
11.759,79
11.779,85
11.799,95
11.819,111
11.839,127
11.86,145
11.88,145
11.9,141
11.92,129
11.94,119
11.96,107
11.98,99
12,88
12.02,81
12.04,77
12.06,73
12.08,71
12.1,69
12.12,67
12.14,65
12.161,64
12.181,63
12.201,62
12.221,62
12.241,61
12.261,61
12.281,62
12.301,63
12.321,67
12.341,75
12.361,89
12.381,101
12.401,113
12.421,113
12.441,109
12.462,103
12.482,95
12.502,87
12.522,79
12.542,73
12.562,69
12.582,67
12.602,65
12.622,64
12.642,64
12.662,64
12.682,64
12.702,64
12.722,65
12.742,66
12.763,66
12.783,67
12.803,69
12.823,71
12.843,75
12.863,83
12.883,93
12.903,105
12.923,117
12.943,118
12.963,117
12.983,111
13.003,105
13.023,99
13.043,91
13.064,85
13.084,81
13.104,77
13.124,75
13.144,73
13.164,72
13.184,71
13.204,70
13.224,70
13.244,70
13.264,70
13.284,70
13.304,67
13.324,70
13.344,71
13.365,73
13.385,77
13.405,85
13.425,95
13.445,103
13.465,104
13.485,103
13.505,101
13.525,97
13.545,91
13.565,85
13.585,81
13.605,77
13.625,75
13.645,73
13.666,71
13.686,70
13.706,70
13.726,70
13.746,70
13.766,70
13.786,70
13.806,70
13.826,71
13.846,72
13.866,73
13.886,75
13.906,79
13.926,85
13.946,91
13.967,97
13.987,98
14.007,97
14.027,95
14.047,91
14.067,85
14.087,81
14.107,77
14.127,75
14.147,73
14.167,72
14.187,72
14.207,71
14.227,70
14.247,70
14.268,70
14.288,70
14.308,67
14.328,70
14.348,70
14.368,71
14.388,72
14.408,73
14.428,75
14.448,79
14.468,81
14.488,85
14.508,86
14.528,86
14.548,85
14.569,83
14.589,77
14.609,75
14.629,73
14.649,72
14.669,69
14.689,72
14.709,72
14.729,73
14.749,74
14.769,75
14.789,76
14.809,75
14.829,71
14.849,67
14.87,63
14.89,57
14.91,51
14.93,45
14.95,41
14.97,35
14.99,31
15.01,28
15.03,27
15.05,25
15.07,24
15.09,24
15.11,24
15.13,24
15.151,23
15.171,22
15.191,22
15.211,22
15.231,22
15.251,22
15.271,22
15.291,22
15.311,22
15.331,22
15.351,22
15.371,22
15.391,22
15.411,22
15.431,22
15.452,22
15.472,22
15.492,22
15.512,22
15.532,22
15.552,22
15.572,22
15.592,22
15.612,22
15.632,22
15.652,22
15.672,22
15.692,22
15.712,22
15.732,22
15.753,22
15.773,22
15.793,22
15.813,22
15.833,22
15.853,22
15.873,22
15.893,22
15.913,22
15.933,22
15.953,22
15.973,22
15.993,22
16.013,22
16.033,22
16.054,22
16.074,22
16.094,22
16.114,22
16.134,22
16.154,22
16.174,22
16.194,22
16.214,22
16.234,22
16.254,22
16.274,22
16.294,22
16.314,22
16.334,22
16.355,22
16.375,22
16.395,22
16.415,22
16.435,22
16.455,22
16.475,22
16.495,22
16.515,22
16.535,22
16.555,22
16.575,22
16.595,22
16.615,22
16.635,22
16.656,22
16.676,22
16.696,22
16.716,22
16.736,22
16.756,22
16.776,22
16.796,22
16.816,22
16.836,22
16.856,22
16.876,22
16.896,22
16.916,22
16.936,22
16.957,22
16.977,22
